"smiles","fragments","n_fragments","C","F","N","O","Other","SINGLE","DOUBLE","TRIPLE","Tri","Quad","Pent","Hex","logP","mr","qed","SAS"
"CCc1ccc(N(Cc2ccc(C)s2)C(=O)c2ccc(=O)n(C)n2)cc1","*c1ccc(CC)cc1 *N(Cc1ccc(C)s1)C(=O)c1ccc(=O)n(C)n1",2,20,0,3,2,1,19,9,0,0,0,1,2,3.55962,104.8675,0.676122711054,2.39837195521709
"CCOC(=O)c1nnc2ccccc2c1N1CCC([NH+](CC)CC)C1","*OCC *C(=O)c1nnc2ccccc2c1N1CCC([NH+](CC)CC)C1",2,19,0,4,2,0,21,6,0,0,0,1,2,1.3099,98.1572000000001,0.810674072532,3.88983968087715
"Cc1ccc(C#N)cc1S(=O)(=O)NCc1ccnc(OC(C)(C)C)c1","*S(=O)(=O)c1cc(C#N)ccc1C *NCc1ccnc(OC(C)(C)C)c1",2,18,0,3,3,1,17,8,1,0,0,0,2,2.9175,94.5375000000001,0.878348029523,2.45866820450243
"O=C(OC1CCOC1)C1(c2ccc(Cl)c(Cl)c2)CCC1","*C(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1 *OC1CCOC1",2,15,0,0,3,2,18,4,0,0,1,1,1,3.7472,77.307,0.773968195441,2.93386749268442
"CCC[NH2+]C1COCC1C(=O)NCc1cscc1C","*CCC *[NH2+]C1COCC1C(=O)NCc1cscc1C",2,14,0,2,2,1,17,3,0,0,0,2,0,0.66112,76.0831000000001,0.820213964575,4.59197837313636
"O=C(NCc1nccc2ccccc12)c1ccc[nH]c1=O","*C(=O)c1ccc[nH]c1=O *NCc1nccc2ccccc12",2,16,0,3,2,0,14,9,0,0,0,0,3,1.8531,79.9759,0.773066837821,2.15878006431615
"CC(=O)c1ccc(S(=O)(=O)N2CCCCC2C)cc1","*C(C)=O *c1ccc(S(=O)(=O)N2CCCCC2C)cc1",2,14,0,1,3,1,14,6,0,0,0,0,2,2.4523,73.6513000000001,0.799312820073,2.27680822746163
"O=[N+]([O-])c1c(Nc2cccc3ncccc23)ncnc1N1CCN(c2cccc(Cl)c2)CC1","*c1ncnc(N2CCN(c3cccc(Cl)c3)CC2)c1[N+](=O)[O-] *Nc1cccc2ncccc12",2,23,0,7,2,1,25,12,0,0,0,0,5,4.6566,129.5901,0.32317117146,2.39971027616735
"O=C(CCCO)Nc1ccc(F)cc1F","*C(=O)CCCO *Nc1ccc(F)cc1F",2,10,2,1,2,0,11,4,0,0,0,0,1,1.6758,51.3075,0.808810117478,1.72803067977953
"NC(=O)CCOc1ccc(NC(=O)CC2CCc3ccccc32)cc1","*CCC(N)=O *Nc1ccc(O*)cc1 *C(=O)CC1CCc2ccccc21",3,20,0,2,3,0,19,8,0,0,0,1,2,2.9994,96.4991,0.805668066284,2.45911392248062
"COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1","*c1ccc(C)cc1OC *OCC(=O)Nc1nnc(C)s1",2,13,0,3,3,1,15,6,0,0,0,1,1,2.18104,76.5017,0.917216910918,1.91204903714968
"CC(=O)c1c(O)cccc1COc1ccccc1","*C(C)=O *c1c(O)cccc1COc1ccccc1",2,15,0,0,3,0,12,7,0,0,0,0,2,3.1738,68.8853000000001,0.825498390511,1.81041995087879
"CCn1cc(S(=O)(=O)N2CCCCCC2c2cc(-c3ccc(F)cc3)no2)cn1","*S(=O)(=O)c1cnn(CC)c1 *N1CCCCCC1c1cc(-c2ccc(F)cc2)no1",2,20,1,4,3,1,23,9,0,0,0,2,1,4.0031,104.8988,0.603371327782,3.00157021672233
"COC(=O)C(NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F","*C(Nc1ccc(Br)c[nH+]1)(C(=O)OC)C(F)(F)F *NC(=O)c1cccc(Cl)c1",2,16,3,3,3,2,20,8,0,0,0,0,2,3.1901,94.0406,0.515070001613,3.78862460704611
"Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C","*c1ccc2[nH]c(C)c(C)c2c1 *C(=O)Nc1cc(C(C)(C)C)nn1-c1ncccn1",2,22,0,6,1,0,22,10,0,0,0,2,2,4.31024,113.5799,0.524623808578,2.52285124630755
"Cc1noc(C)c1CC(C)C(=O)NC(C)C1CCCCC1","*c1c(C)noc1C *CC(C)C(=O)NC(C)C1CCCCC1",2,17,0,2,2,0,19,3,0,0,0,1,1,3.55504,83.0247000000001,0.880927541311,3.16632159115807
"CCn1cc(C(=O)NC2CC(=O)N(C)C2)c(C(C)C)n1","*c1cn(CC)nc1C(C)C *C(=O)NC1CC(=O)N(C)C1",2,14,0,4,2,0,17,4,0,0,0,2,0,0.9869,75.4982,0.905427325234,3.10038809708003
"COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C","*c1cccc(OC)c1C(=O)N(C(C)C)C(C)C *c1cncc2ccccc12",2,23,0,2,2,0,20,9,0,0,0,0,3,5.1694,110.1725,0.60464048334,2.39403426953033
"COc1ccc(C(C)NC(=O)Cc2cccc3ccccc23)cc1","*c1ccc(OC)cc1 *C(C)NC(=O)Cc1cccc2ccccc12",2,21,0,1,2,0,17,9,0,0,0,0,3,4.2683,97.2037,0.731482566718,2.12184089163178
"O=C1CC(c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1","*C1CC(=O)N(c2cccc(Cl)c2)C1 *c1nc(-c2cccnc2)no1",2,17,0,4,2,1,18,9,0,0,0,2,2,3.3055,88.692,0.718284169172,2.68892686392037
"CC1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1","*N1CCCC(C)C1 *c1ccc(C(=O)Nc2ccc(N3CCOCC3)cc2)cc1[N+](=O)[O-]",2,23,0,4,4,0,26,8,0,0,0,0,4,3.92,121.1346,0.558887789526,2.61674886613801
"C=CCN(C(=O)CC=Cc1ccc(C)cc1)C1CCS(=O)(=O)C1","*CC=C *CC(=O)N(*)C1CCS(=O)(=O)C1 *C=Cc1ccc(C)cc1",3,18,0,1,3,1,16,8,0,0,0,1,1,2.60002,93.7988000000001,0.749990615945,3.07985726697012
"O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1","*CC(=O)Nc1nncs1 *Sc1nnc(-c2cccc([N+](=O)[O-])c2)o1",2,12,0,6,4,2,17,9,0,0,0,2,1,2.2271,85.6511,0.397216718992,2.4651558809131
"CN(CCc1ccc(F)cc1)c1cc(Br)cc(F)c1C(N)=O","*N(C)c1cc(Br)cc(F)c1C(N)=O *CCc1ccc(F)cc1",2,16,2,2,1,1,16,7,0,0,0,0,2,3.5051,85.9919,0.857208289245,2.31032104949445
"COc1ccccc1NC(=O)CSc1ccc(-c2ccccc2OC)nn1","*c1ccccc1OC *NC(=O)CSc1ccc(*)nn1 *c1ccccc1OC",3,20,0,3,3,1,19,10,0,0,0,0,3,3.8916,106.3677,0.60562062543,2.00697980799187
"Cc1occc1C(=O)C(C#N)=Cc1cccc(C(F)(F)F)c1","*c1ccoc1C *C(=O)C(C#N)=Cc1cccc(*)c1 *C(F)(F)F",3,16,3,1,2,0,15,7,1,0,0,1,1,4.3967,72.8095,0.459245476419,2.47726412641753
"COc1ccc2c(c1)N(C(=O)CCSc1ccccn1)CC(C)O2","*N1CC(C)Oc2ccc(OC)cc21 *C(=O)CCSc1ccccn1",2,18,0,2,3,1,19,7,0,0,0,0,3,3.3865,95.0150000000001,0.763182586589,2.86388236320369
"CCC(NC(=O)C(C)n1cccn1)c1ccc(C)c(F)c1","*C(CC)c1ccc(C)c(F)c1 *NC(=O)C(C)n1cccn1",2,16,1,3,1,0,16,6,0,0,0,1,1,3.15912,79.2497,0.905928017632,3.00637941609175
"CCCC1(C(=O)NC2CONC2=O)CC[NH2+]C1","*CCC *NC(=O)C1(*)CC[NH2+]C1 *C1CONC1=O",3,11,0,3,3,0,16,2,0,0,0,2,0,-1.7138,59.6428,0.582060686386,4.98874697299086
"O=C(c1cc2cc([N+](=O)[O-])ccc2oc1=O)N1CCN(Cc2ccccc2)CC1","*C(=O)N1CCN(Cc2ccccc2)CC1 *c1cc2cc([N+](=O)[O-])ccc2oc1=O",2,21,0,3,5,0,22,10,0,0,0,0,4,2.6592,106.7609,0.38261650346,2.11880634876868
"CCn1c(CC2CC[NH2+]CC2)nn(CCO)c1=O","*c1nn(CCO)c(=O)n1CC *CC1CC[NH2+]CC1",2,12,0,4,2,0,17,2,0,0,0,1,1,-1.4271,67.3342,0.716650076078,3.85996022237201
"C=CCn1c(SC(C)C(=O)N2CCC(C)CC2)nnc1-c1ccc(Cl)cc1","*CC=C *C(C)Sc1nnc(-c2ccc(Cl)cc2)n1* *C(=O)N1CCC(C)CC1",3,20,0,4,1,2,22,7,0,0,0,1,2,4.5236,110.962,0.501178083184,2.74549745381001
"Cc1ccc(-c2nnc(C[NH+](CCO)C3CCc4ccccc43)o2)cc1","*c1ccc(C)cc1 *c1nnc(C[NH+](*)CCO)o1 *C1CCc2ccccc21",3,21,0,3,2,0,21,8,0,0,0,2,2,2.10972,98.5945,0.717526247535,3.93048786644392
"Cc1cc(-n2c(C)cc(C[NH2+]C(C)c3ccc(F)c(F)c3)c2C)no1","*c1cc(C)on1 *C(C)[NH2+]Cc1cc(C)n(*)c1C *c1ccc(F)c(F)c1",3,19,2,3,1,0,20,7,0,0,0,2,1,3.49336,90.4434,0.751491742948,3.74573490910269
"CC(NC(=O)Nc1ccn(-c2ncccc2Cl)n1)C1CCCO1","*C(C)C1CCCO1 *NC(*)=O *Nc1ccn(*)n1 *c1ncccc1Cl",4,15,0,5,2,1,19,6,0,0,0,2,1,2.6097,86.9594,0.89693684669,3.29679787391435
"COc1cc(S(=O)(=O)N2CCN=C2Cc2ccccc2)ccc1Cl","*S(=O)(=O)c1ccc(Cl)c(OC)c1 *N1CCN=C1Cc1ccccc1",2,17,0,2,3,2,17,9,0,0,0,1,2,2.9941,94.3438,0.810640521938,2.3436667406416
"COc1ccc(OC)c(C=C2Oc3cc(OC(=O)c4ccncc4)cc(C)c3C2=O)c1","*=Cc1cc(OC)ccc1OC *=C1Oc2cc(OC(=O)c3ccncc3)cc(C)c2C1=O",2,24,0,1,6,0,22,12,0,0,0,1,3,4.24262,112.856,0.334645107313,2.51878727003596
"COc1ccc(C(NC(=O)Nc2cc(C)ccc2Cl)C2CCOCC2)cc1","*c1ccc(OC)cc1 *C(NC(=O)Nc1cc(C)ccc1Cl)C1CCOCC1",2,21,0,2,3,1,22,7,0,0,0,0,3,4.94642,107.6214,0.729271417168,2.59696669509504
"CC(Cc1cccs1)N(C)CC1CCCCC1[NH3+]","*CC(C)N(C)CC1CCCCC1[NH3+] *c1cccs1",2,15,0,2,0,1,17,2,0,0,0,1,1,2.4116,78.7491,0.872582240167,4.05419894339624
"COc1cccc(CN2CCc3nnc(CCc4ccccc4)n3CC2)c1","*c1cccc(OC)c1 *CN1CCc2nnc(*)n2CC1 *CCc1ccccc1",3,22,0,4,1,0,22,8,0,0,0,1,2,3.1302,105.847,0.666729068135,2.11001538491494
"O=C(NC1CCS(=O)(=O)C1)C1CC[NH2+]CC1","*C(=O)C1CC[NH2+]CC1 *NC1CCS(=O)(=O)C1",2,10,0,2,3,1,14,3,0,0,0,1,1,-1.7369,59.5849,0.645282287439,4.14995616165231
"COCCC(C)C(=O)NC(C)COC","*C(=O)C(C)CCOC *NC(C)COC",2,10,0,1,3,0,12,1,0,0,0,0,0,0.8101,55.1377,0.676564526326,2.93649920449317
"Cc1cc(N(C)C)ccc1NC(=O)c1ccc(CN2CC[NH+](C)CC2)cc1","*c1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)c(C)c1 *N(C)C",2,22,0,4,1,0,22,7,0,0,0,0,3,1.64362,111.7989,0.851286712177,2.89880389706069
"CC(CNC(=O)C1CC[NH2+]C1C)C[NH+]1CCCC1","*CC(C)C[NH+]1CCCC1 *NC(=O)C1CC[NH2+]C1C",2,14,0,3,1,0,18,1,0,0,0,2,0,-1.6108,71.3328,0.576685415767,5.9488116130795
"CN(C)c1ccc(C(CNC(=O)C(=O)Nc2ccccc2C#N)N2CC[NH+](C)CC2)cc1","*N(C)C *NCC(c1ccc(*)cc1)N1CC[NH+](C)CC1 *C(=O)C(=O)Nc1ccccc1C#N",3,24,0,6,2,0,25,8,1,0,0,0,3,0.25058,124.5001,0.579668574681,3.6239648133153
"CCC(NC(=O)N(C)Cc1ccc(-c2ccccc2)cc1)c1ccncc1","*C(CC)c1ccncc1 *CN(C)C(=O)N* *c1ccc(-c2ccccc2)cc1",3,23,0,3,1,0,19,10,0,0,0,0,3,5.0413,109.1457,0.642431970663,2.46438465405915
"O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)C1CCCN1S(=O)(=O)c1ccc(F)cc1","*C(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1 *Nc1ccc(-c2nc3ccccc3o2)cc1",2,24,1,3,4,1,24,13,0,0,0,2,3,4.4257,121.3885,0.450695310807,2.5862446831191
"CCC(C)CNc1nc2ccc(Cl)cc2s1","*CC(C)CC *Nc1nc2ccc(Cl)cc2s1",2,12,0,2,0,2,13,4,0,0,0,1,1,4.4077,72.5747,0.837070589096,2.58879923857538
"Cc1cc(C)c2nc(N3CCN(C(=O)C4CCCCN4S(C)(=O)=O)CC3)sc2c1","*c1nc2c(C)cc(C)cc2s1 *N1CCN(C(=O)C2CCCCN2*)CC1 *S(C)(=O)=O",3,20,0,4,3,2,25,7,0,0,0,1,3,2.37584,117.0758,0.739081345855,2.90632525739785
"CCc1nnc(-c2cc3ccccc3n2CC(=O)NC(C)(C)C)o1","*c1nnc(CC)o1 *c1cc2ccccc2n1CC(=O)NC(C)(C)C",2,18,0,4,2,0,19,7,0,0,0,2,1,3.1684,92.5037000000001,0.787717875033,2.42183326323227
"CCc1ccc(NC(=O)c2nn(-c3ccc(CC)cc3)ccc2=O)cc1","*c1ccc(CC)cc1 *NC(=O)c1nn(-c2ccc(CC)cc2)ccc1=O",2,21,0,3,2,0,18,10,0,0,0,0,3,3.6096,102.9852,0.747260890037,2.02257065370483
"Cc1ccc(C(=O)NC2CCC[NH2+]C2C)cc1F","*c1ccc(C)c(F)c1 *C(=O)NC1CCC[NH2+]C1C",2,14,1,2,1,0,15,4,0,0,0,0,2,0.97822,67.8796,0.819948370952,3.81703562483452
"CC(OC(=O)c1nc(C2CC2)n2ccccc12)c1cnc2ccccc2c1","*C(C)c1cnc2ccccc2c1 *OC(*)=O *c1nc(C2CC2)n2ccccc12",3,22,0,3,2,0,21,10,0,1,0,1,3,4.6779,102.7405,0.475726971082,2.94980950613016
"CCCCOc1ccccc1CC([NH3+])C(=O)[O-]","*CCCC *Oc1ccccc1CC([NH3+])C(=O)[O-]",2,13,0,1,3,0,13,4,0,0,0,0,1,-0.2316,62.2321,0.687621010947,3.3599617967861
"CCCC1CN(C(=O)C(=O)Nc2ccc(C)nc2Cl)CCO1","*CCC *C1CN(C(=O)C(=O)Nc2ccc(C)nc2Cl)CCO1",2,15,0,3,3,1,18,5,0,0,0,0,2,2.00942,83.8417,0.684798218788,2.96730436001028
"CC1C(=O)N(c2ccc3c(c2)CCC3)CCN1C(=O)c1ccc(Cl)c(Cl)c1","*N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)C(C)C1=O *c1ccc2c(c1)CCC2",2,21,0,2,2,2,22,8,0,0,0,1,3,4.3596,107.7805,0.716369015027,2.7313543364011
"COC(=O)C1(NC(=O)C2CC2c2c(F)cccc2F)CCSCC1","*C(=O)OC *C1(NC(=O)C2CC2c2c(F)cccc2F)CCSCC1",2,17,2,1,3,1,21,5,0,1,0,0,2,2.6233,86.6547,0.841265298169,3.53627141844686
"N#CC1(NC(=O)COc2cccc(Cl)c2)CCCC1","*C1(C#N)CCCC1 *CC(=O)N* *Oc1cccc(Cl)c1",3,14,0,2,2,1,15,4,1,0,0,1,1,2.67138,71.9017,0.917283254473,2.19407202044759
"COC1CC[NH+](CCNc2nccn(C)c2=O)CC1","*[NH+]1CCC(OC)CC1 *CCNc1nccn(C)c1=O",2,13,0,4,2,0,17,3,0,0,0,0,2,-1.1141,73.5624,0.747303850253,3.96827714865272
"C=CCN(Cc1cccc([N+](=O)[O-])c1)C(=O)Nc1cc(OC)ccc1Cl","*CC=C *N(Cc1cccc([N+](=O)[O-])c1)C(=O)Nc1cc(OC)ccc1Cl",2,18,0,3,4,1,18,9,0,0,0,0,2,4.4769,100.7261,0.419976941352,2.20400448946366
"Cc1cc(Cl)ccc1OCC(=O)NN=Cc1ccccn1","*c1ccc(Cl)cc1C *OCC(=O)NN=Cc1ccccn1",2,15,0,3,2,1,14,8,0,0,0,0,2,2.57252,81.6577,0.680287857985,2.07558208197063
"Cc1c(C(=O)N2CCOCC2)oc2c1-c1nn(CC(=O)NCc3ccco3)cc1CC2","*c1oc2c(c1C)-c1nn(CC(=O)NCc3ccco3)cc1CC2 *C(=O)N1CCOCC1",2,22,0,4,5,0,27,8,0,0,0,3,2,1.93192,109.3512,0.675384645222,2.84526062667932
"CCc1ccc(CNC(=O)c2ccc(-c3nccnc3N3CCCCC3)cc2)cc1","*c1ccc(CC)cc1 *CNC(=O)c1ccc(-c2nccnc2N2CCCCC2)cc1",2,25,0,4,1,0,23,10,0,0,0,0,4,4.6263,120.5222,0.626558549277,2.08594571105987
"COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NC4CCCCC4)cc3N2)cc1OC","*c1ccc(OC)c(OC)c1 *C1CC(C(F)(F)F)n2nc(C(=O)NC3CCCCC3)cc2N1",2,22,3,4,3,0,29,6,0,0,0,1,3,4.6231,112.1849,0.661591299118,3.63338040277701
"CCCc1cc(C(=O)NNC(=O)c2cccc(Br)c2)[nH]n1","*CCC *NC(=O)c1cc(*)n[nH]1 *NC(=O)c1cccc(Br)c1",3,14,0,4,2,1,15,7,0,0,0,1,1,2.1995,81.6571,0.740508629778,2.33095835315707
"O=[N+]([O-])c1c(Nc2ccc(F)c(F)c2)ncnc1Oc1cccc2cccnc12","*c1ncnc(Oc2cccc3cccnc23)c1[N+](=O)[O-] *Nc1ccc(F)c(F)c1",2,19,2,5,3,0,20,12,0,0,0,0,4,4.7471,100.1441,0.367228561855,2.41807011151196
"CC(C)(C)n1ncc2c1CCCC2NC(=O)CSc1nc2ccccc2o1","*C(C)(C)C *SCC(=O)NC1CCCc2c1cnn2* *c1nc2ccccc2o1",3,20,0,4,2,1,23,7,0,0,0,2,2,4.0652,105.7777,0.661483078099,3.0874100517384
